afterStem,beforeStem
driven,driven
driver,drivers
drks00011853,drks00011853
drop,dropping
dropout,dropout
drug,drug
dsc,dsc
dsme,dsmes
dtd,dtds
dual,dual
duchowski,duchowski
due,due
duplic,duplicate
durabl,durability
durat,duration
dust,dust
duti,duty
dwell,dwelling
dwm1000,dwm1000
dwt,dwt
dx',dx's
dyad,dyads
dye,dye
dynam,dynamic
dynamomet,dynamometer
dysfunct,dysfunction
dyskinesia,dyskinesia
dyspraxia,dyspraxia
dystrophi,dystrophy
dysvascular,dysvascular
eac,eac
ear,ear
earbit,earbit
earbud,earbuds
earli,early
earlier,earlier
earliest,earliest
earlysens,earlysense
earphon,earphone
eas,ease
easi,easy
easier,easier
easili,easily
eastern,eastern
easygv,easygv
eat,eating
ebsco,ebsco
ecg,ecg
ecgraph,ecgraph
echo,echo
echographi,echography
ecl,ecl
ecoach,ecoach
ecolog,ecological
econom,economic
economi,economies
ecosystem,ecosystem
ed,eds
eda,eda
edcar,edcar
edg,edge
edinburgh,edinburgh
edit,edition
editor,editor
editori,editorial
educ,educational
educators',educators'
edward,edward
eeg,eeg
effect,effect
effector,effector
effer,efferent
efficaci,efficacy
effici,efficient
effort,efforts
effortlessli,effortlessly
efh,efhs
egocentr,egocentric
ehealth,ehealth
ehr,ehr
eight,eight
eighteen,eighteen
eighti,eighty
eit,eit
either,either
ejacul,ejaculation
eject,ejection
elabor,elaborated
elaps,elapsed
elast,elastic
elastom,elastomers
elbow,elbow
elder,elders
elderli,elderly
electr,electrical
electro,electro
electroanatom,electroanatomic
electrocardiogram,electrocardiogram
electrocardiograph,electrocardiographic
electrocardiographi,electrocardiography
electrochem,electrochemical
electrochemiluminesc,electrochemiluminescence
electrod,electrodes
electroderm,electrodermal
electroencephalogram,electroencephalogram
electroencephalograph,electroencephalographic
electroencephalographi,electroencephalography
electrohysterographi,electrohysterography
electrolyt,electrolyte
electromagnet,electromagnets
electromechan,electromechanical
electromyogram,electromyogram
electromyograph,electromyographic
electromyographi,electromyography
electron,electronics
electrooculogram,electrooculogram
electrophysiolog,electrophysiological
electrospray,electrospraying
electrospun,electrospun
electrotherm,electrothermal
element,elements
elementari,elementary
elev,elevated
eleven,eleven
elicit,elicit
elig,eligibility
elimin,elimination
elit,elite
ellips,ellipse
elong,elongation
elsevi,elsevier
elucid,elucidated
em,ems
ema,ema
email,email
emb,embeds
embarrass,embarrassed
embas,embase
embed,embedded
embedd,embeddable
embodi,embodiment
embrac,embraced
emcar,emcare
emd,emd
emerg,emerging
emfit,emfit
emg,emg
emiss,emissions
emit,emitting
emitt,emitter
emoji,emoji
emot,emotion
empark,empark
empathi,empathy
empatica,empatica
emphas,emphasized
emphasi,emphasis
emphasis,emphasising
empir,empirical
employ,employing
employe,employee
employees',employees'
empow,empower
empower,empowerment
empti,empty
emt,emt
emtricitabin,emtricitabine
emu,emus
emul,emulating
emwav,emwave
enabl,enabled
enact,enactment
enactu,enactus
encapsul,encapsulated
enclosur,enclosure
encompass,encompassing
encount,encountered
encourag,encouraged
encouragingli,encouragingly
encrypt,encryption
encumbr,encumbrances
end,end
endeavor,endeavors
endocrinologist,endocrinologists
endors,endorsed
endoscop,endoscopic
endoscopi,endoscopy
endow,endowed
endpoint,endpoints
endur,endurance
energet,energetic
energi,energy
enfermagem,enfermagem
engag,engaged
engin,engineers
england,england
english,english
enhanc,enhance
enjoy,enjoyment
enlarg,enlarged
enorm,enormous
enough,enough
enrich,enriched
enrol,enrolled
ensembl,ensemble
ensur,ensure
ent,ent
entail,entails
enter,entering
enterpris,enterprise
entertain,entertainment
enthusiasm,enthusiasm
enthusiast,enthusiastic
entir,entirely
entiti,entity
entrepreneur,entrepreneurs
entri,entry
entropi,entropy
enuresi,enuresis
enuret,enuretic
environ,environment
environment,environmental
envis,envision
envisag,envisaged
epi,epi
epidem,epidemic
epidemiolog,epidemiological
epiderm,epidermal
epilepsi,epilepsy
epilepsia,epilepsia
epilept,epileptic
epilog,epilog
episod,episodes
epistem,epistemic
epitel,epitel
eplimit,eplimited
epoch,epochs
equal,equal
equat,equation
equidist,equidistant
equip,equipped
equit,equitability
equival,equivalents
equivit,equivital
era,era
erector,erector
ergon,ergoneers
ergonom,ergonomic
ergonomist,ergonomists
erod,eroding
erron,erroneous
error,error
errp,errps
esa,esa
esa',esa's
escal,escalation
escherichia,escherichia
escola,escola
esep,esep
esip,esip
especi,especially
essenti,essential
establish,established
esteem,esteem
esthet,esthetics
estim,estimate
etc,etc
etch,etch
etd,etds
ethic,ethics
ethiopia,ethiopia
ethnic,ethnicity
ethnograph,ethnographic
etiolog,etiology
euglycem,euglycemic
euler,euler
europ,europe
europe',europe's
european,european
evalu,evaluate
evapor,evaporation
even,even
event,event
eventu,eventually
ever,ever
everi,every
everion,everion
everyday,everyday
everyth,everything
evid,evidence
evidenc,evidenced
evinc,evinces
evok,evoke
evolut,evolution
evolv,evolved
ewg,ewg
exabyt,exabytes
exacerb,exacerbation
exact,exact
exam,exams
examin,examined
exampl,example
exceed,exceed
excel,excellent
except,exceptionally
excess,excessive
exchang,exchangeable
excit,exciting
exclud,excluded
exclus,exclusion
excret,excretion
execut,executed
exemplar,exemplar
exemplari,exemplary
exemplif,exemplification
exemplifi,exemplify
exercis,exercise
exergam,exergame
exersurvey,exersurvey
exert,exertion
exhaust,exhausting
exhibit,exhibit
exist,existing
exit,exit
exo,exo
exoflex,exoflex
exoglov,exoglove
exoscor,exoscore
exoskeleton,exoskeletons
exosuit,exosuits
exot,exotic
expand,expandable
expans,expansion
expect,expect
expedi,expedient
expenditur,expenditure
expens,expenses
experi,experiences
experienc,experienced
experience',experience'
experiment,experimental
expert,expert
expert',expert's
expertis,expertise
experts',experts'
explain,explain
explan,explanations
explic,explicated
exploit,exploited
explor,explore
exploratori,exploratory
explos,explosive
exponenti,exponentially
expos,exposed
exposimet,exposimeter
exposom,exposome
exposur,exposure
express,expressed
extend,extend
extens,extension
extensor,extensor
extent,extent
extern,external
extra,extra
extracerebr,extracerebral
extract,extracted
extrapol,extrapolate
extrem,extremely
extrins,extrinsic
eye,eye
eyeglass,eyeglasses
eyemov,eyemovement
eyepiec,eyepieces
fabric,fabric
face,faced
facebook,facebook
facebook',facebook's
facial,facial
facil,facilities
facili,faciliate
facilit,facilitate
facioscapulohumer,facioscapulohumeral
fact,fact
factor,factors
faculti,faculty
fail,failed
failur,failure
fair,fair
fairli,fairly
fall,falling
fallsens,fallsensing
fals,false
famili,family
familiar,familiar
famo,famos
far,far
far',far's
faraway,faraway
farber,farber
fare,fared
faro,faros
farse,farseeing
fasciocutan,fasciocutaneous
fashion,fashion
fast,fast
faster,faster
fat,fat
fatal,fatal
fatcat,fatcat
father,fathers
fatigu,fatigue
faulti,faulty
favor,favorable
fba,fba
fbg,fbg
fbi,fbis
fda,fda
fda',fda's
fe,fes
fear,fear
feari,fearis
feasibl,feasibility
feather,feather
featur,features
febril,febrile
februari,february
feder,federation
fee,fees
feed,feeding
feedback,feedback
feel,feelings
feet,feet
fell,fell
fellow,fellows
felt,felt
femal,female
femor,femoral
femori,femoris
femtech,femtech
femur,femur
fetal,fetal
fetus,fetuses
fewer,fewer
fewster,fewster
fg,fgs
fgm,fgm
fh,fhs
fhrv,fhrv
fiber,fiber
fiberless,fiberless
fibion,fibion
fibril,fibrillation
fibrosi,fibrosis
fibrou,fibrous
fidel,fidelity
field,field
fifteen,fifteen
fifth,fifth
fifti,fifty
fight,fight
filament,filament
file,files
fill,fill
film,film
filter,filter
fim,fims
final,final
financ,finances
financi,financial
find,find
fine,fine
finger,fingers
fingertip,fingertip
finish,finished
finit,finite
firmli,firmly
firmwar,firmware
first,first
firstli,firstly
fit,fit
fitbit,fitbit
fittest,fittest
five,five
fix,fixed
fixat,fixations
flap,flap
flash,flash
flat,flat
flaw,flaws
fleet,fleet
flex,flex
flexibl,flexibility
flexion,flexion
flexipalm,flexipalm
flexor,flexor
fli,fly
flier,fliers
flood,flooding
floor,floor
florida,florida
flow,flow
flu,flu
fluctuat,fluctuations
fluent,fluent
fluid,fluid
fluoroscop,fluoroscopic
fluoroscopi,fluoroscopy
fma,fma
fmri,fmri
fnir,fnirs
foam,foam
focal,focal
focu,focus
focus,focusing
focuss,focussed
fog,fog
fold,folding
follow,follow
followback,followback
fomit,fomite
fondazion,fondazione
font,font
food,food
foot,foot
footag,footage
footbal,football
footprint,footprint
footwear,footwear
forc,forces
forearm,forearm
forecast,forecasting
forego,foregoing
forehead,forehead
forens,forensic
forese,foresee
forest,forest
forgot,forgot
form,forming
formal,formal
format,formats
former,former
formerli,formerly
formid,formidable
formul,formulation
formula,formula
formulift,formulift
forth,forth
forthcom,forthcoming
forti,forty
forum,forum
forward,forward
foster,fostering
foul,fouled
found,found
foundat,foundation
founder,founder
four,four
fourteen,fourteen
fourth,fourth
fox,fox
fp7,fp7
fpga,fpga
fr,frs
fraction,fraction
fractur,fracture
fragranc,fragrance
frail,frail
frailti,frailty
frame,frame
framework,frameworks
framingham,framingham
franc,france
francisco,francisco
free,free
freedom,freedom
freedom',freedom'
freeli,freely
freestyl,freestyle
freez,freezing
freiburg,freiburg
frequenc,frequency
frequency',frequency'
frequent,frequently
friction,friction
fridg,fridge
friedman',friedman's
friend,friends
friendli,friendly
front,front
frontal,frontal
frontlin,frontline
frozen,frozen
fruit,fruitful
frustrat,frustrated
fshd,fshd
fsr,fsr
ftc,ftc
ftir,ftir
fto,fto
fuel,fuel
fuelband,fuelband
fugl,fugl
fulfil,fulfilling
full,full
fulli,fully
fumar,fumarate
fun,fun
function,function
fund,funded
fundament,fundamental
funder,funders
fungi,fungi
furthermor,furthermore
fuse,fuse
fusion,fusion
futur,future
fysiogam,fysiogaming
ga,gas
gad,gad
gadget,gadgets
gain,gain
gainesvil,gainesville
gait,gait
galvan,galvanic
game,game
gameplay,gameplay
gamer,gamers
gamif,gamification
gamifi,gamified
gap,gap
gapcar,gapcare
garment,garments
garmin,garmin
garner,garner
gate,gate
gateway,gateway
gather,gather
gaug,gauge
gave,gave
gaze,gaze
gcp,gcp
gear,gear
gel,gel
gelatin,gelatin
gell,gelled
gender,gender
geneactiv,geneactiv
gener,general
generaliz,generalizable
genet,genetic
genom,genomic
geo,geo
geograph,geographic
geoloc,geolocations
geometr,geometric
geometri,geometries
geq,geq
geriact,geriactive
geriatr,geriatric
geriatrician,geriatricians
german,german
germani,germany
gertner,gertner
gestat,gestation
gestur,gestures
get,getting
ghent,ghent
girl,girls
give,give
given,given
gkc,gkc
glass,glass
glitch,glitches
glmm,glmm
global,globally
glove,glove
glove',glove's
glu,glu
glucagon,glucagon
glucos,glucose
glutaraldehyd,glutaraldehyde
gluteal,gluteal
glycaem,glycaemic
glycem,glycemic
glycemia,glycemia
glycerol,glycerol
glycogen,glycogen
glycul,glyculator
gnss,gnss
go,going
goal,goals
goe,goes
goer,goers
gog,gog
gold,gold
gone,gone
goniometr,goniometric
good,good
googl,google
gopro,gopro
got,got
gov,gov
govern,governance
government,governmental
govnct02043834,govnct02043834
gp,gps
grade,grade
gradual,gradually
graduat,graduate
graft,grafting
grain,grained
gram,grams
grand,grand
grant,grant
graphen,graphene
graphic,graphical
grasp,grasp
grate,grating
graviti,gravity
gray,gray
greas,grease
great,great
greater,greater
greatest,greatest
greatli,greatly
green,green
grf,grf
grid,grid
grip,grip
gripper,grippers
groceri,grocery
gross,gross
ground,ground
groundwork,groundwork
group,group
groups',groups'
grow,growing
grown,grown
growth,growth
gsd,gsd
gsr,gsr
gt3x,gt3x
gt9x,gt9x
gtc,gtcs
guarante,guarantee
guard,guarded
gui,gui
guid,guided
guidanc,guidance
guidelin,guidelines
gum,gum
gvap,gvap
gyair,gyair
gym,gym
gymawar,gymaware
gynaecologist,gynaecologists
gyroscop,gyroscopes
h10k,h10ks
habit,habits
habitu,habitual
hack,hack
hair,haired
half,half
hallett,hallett
hallmark,hallmark
hallucinogen,hallucinogen
hallway,hallway
hamper,hampering
hamstr,hamstrings
hand,hand
handexo,handexos
handgrip,handgrip
handheld,handheld
handinmind,handinmind
handl,handling
handling',handling'
handwrit,handwriting
hang,hang
hanger,hanger
hapa,hapa
happen,happens
happi,happy
happro,happro
haptic,haptics
har,harnesses
hard,hard
hardwar,hardware
harm,harm
harmon,harmonic
harvard,harvard
harvest,harvest
hat,hats
haul,haul
hauser,hauser
hcc,hcc
hcp,hcps
hdmi,hdmi
head,head
headach,headache
headband,headband
headphon,headphone
headset,headset
heal,healing
health,health
healthcar,healthcare
healthi,healthy
healthier,healthier
healthpatch,healthpatch
hear,hearing
heart,heart
heartmath,heartmath
heat,heat
heater,heaters
heavi,heavy
heavili,heavily
hedges',hedges'
hedon,hedonic
heel,heel
height,height
heighten,heightened
held,held
helmet,helmet
help,help
hematolog,hematological
hemiplegia,hemiplegia
hemodialysi,hemodialysis
hemodynam,hemodynamic
hemoglobin,hemoglobin
hemolyt,hemolytic
hemophilia,hemophilia
henc,hence
hep,heps
hepat,hepatic
hepatocellular,hepatocellular
herein,herein
hero,hero
hero4,hero4
hesit,hesitant
hessel,hessels
heterogen,heterogeneous
heurist,heuristic
hexoskin,hexoskin
heyman,heyman
hfmea,hfmea
hft,hft
hidden,hidden
hierarch,hierarchical
high,high
higher,higher
highest,highest
highli,highly
highlight,highlighting
hinder,hinder
hip,hip
hire,hiring
hispan,hispanic
histor,historical
histori,history
hit,hits
hiv,hiv
hmd,hmd
hmi,hmi
hoa,hoa
hoc,hoc
hodgkin,hodgkin
hold,holds
holist,holistic
hologram,hologram
holograph,holographic
hololen,hololens
holou,holous
holter,holter
home,home
homogen,homogeneous
honor,honor
hoog,hooge
hope,hope
horizon,horizon
horizont,horizontal
hormon,hormone
hospit,hospitalization
hospitalis,hospitalisations
host,hosting
hot,hot
hough,hough
hounsfield,hounsfield
hour,hours
hous,housed
household,household
howev,however
hri,hri
hrqol,hrqol
hrv,hrv
htc,htc
http,https
huawei,huawei
hub,hub
hud,hud
huge,huge
hum,hum
human,human
human',human's
humanitcar,humanitcare
humid,humidity
humov,humove
hundr,hundreds
hungari,hungary
hungri,hungry
hwvg,hwvg
hx1,hx1
hybrid,hybrid
hydrat,hydrate
hydraul,hydraulic
hydrogel,hydrogels
hydrogen,hydrogen
hydrophob,hydrophobicity
hygien,hygiene
hyperact,hyperactivity
hypercholesterolemia,hypercholesterolemia
hyperglycemia,hyperglycemia
hyperkinet,hyperkinetic
hypertens,hypertension
hypoglycemia,hypoglycemia
hypopnoea,hypopnoea
hypotens,hypotensive
hypothes,hypotheses
hypothesi,hypothesis
hypothet,hypothetical
hypoxemia,hypoxemia
i2c,i2c
iart,iart
ibal,iball
icar,icare
icb,icb
icc,icc
icon,icons
ict,ict
ictal,ictal
ictogen,ictogenicity
icu,icu
id,ids
ida,ida
idb,idb
idc,idc
idea,ideas
ideal,ideal
ideat,ideation
identif,identification
identifi,identified
idiopath,idiopathic
idwt,idwt
ieee,ieee
ifu,ifu
iga,iga
iganga,iganga
igloo,igloo
iglu,iglu
ignor,ignoring
ihandu,ihandu
ihealth,ihealth
iia,iia
iii,iii
iiia,iiia
iit,iit
ijp,ijp
ilab,ilab
ill,illness
illumin,illumination
illustr,illustrated
ilsi,ilsi
imag,image
imageri,imagery
imagin,imagine
imbal,imbalance
imec,imec
img,imgs
imi,imi
imit,imitated
immedi,immediately
immens,immense
immers,immersive
immobl,immobility
immun,immune
immunoassay,immunoassay
immunotherapi,immunotherapies
impact,impact
impair,impairments
impass,impasse
impasse',impasse'
imped,impeding
impend,impending
imper,imperative
impetu,impetus
implant,implanted
implement,implement
impli,implied
implic,implications
import,importance
importantli,importantly
impos,imposes
imposs,impossible
imprecis,imprecise
impress,impression
improp,improper
improv,improvements
impuls,impulsive
imu,imu
imus',imus'
in,ins
inabl,inability
inaccur,inaccurate
inaccuraci,inaccuracies
inact,inactive
inadequ,inadequate
inappropri,inappropriate
inattent,inattentive
inc,inc
incap,incapable
incent,incentives
incept,inception
incid,incidents
inclin,incline
includ,included
inclus,inclusion
incom,income
incomplet,incomplete
inconceiv,inconceivable
inconclus,inconclusive
inconsist,inconsistent
inconspicu,inconspicuousness
incontin,incontinence
inconveni,inconvenience
incorpor,incorporated
incorrect,incorrect
increas,increased
increasingli,increasingly
increment,increment
inde,indeed
independ,independently
index,index
india,india
indic,indicated
indigen,indigenous
indirect,indirect
indirectli,indirectly
indistinguish,indistinguishable
individu,individualize
individual',individual's
individuals',individuals'
indoor,indoor
induc,induced
induct,inductive
industri,industry
industrialis,industrialised
inelast,inelastic
inequ,inequalities
inerti,inertial
inertiallab,inertiallab
inertiallab',inertiallab's
inevit,inevitable
inexpens,inexpensive
inexperienc,inexperienced
infarct,infarctions
infect,infection
infecti,infectious
infer,inferences
inferenc,inferencing
inferenti,inferential
inferior,inferior
infinit,infinite
inflamm,inflammation
inflammatori,inflammatory
inflex,inflexible
influenc,influencing
influenti,influential
influenza,influenza
inform,informing
informat,informatics
infrar,infrared
infrastructur,infrastructure
infrequ,infrequent
infring,infringements
infus,infusion
ingest,ingestion
inhal,inhalers
inher,inherent
inhibit,inhibition
inhibitor,inhibitor
initi,initial
inject,injections
injector,injectors
injur,injured
injuri,injury
ink,ink
inkjet,inkjet
inner,inner
innerv,innervation
innostar,innostars
innov,innovative
inocul,inoculated
inpati,inpatient
input,input
inquir,inquiring
inquiri,inquiry
inr,inr
insepar,inseparable
insid,inside
insight,insights
insol,insole
insole',insole's
insomnia,insomnia
inspec,inspec
inspect,inspection
inspir,inspired
instabl,instability
instagram,instagram
instal,installed
instanc,instances
instantan,instantaneous
instantli,instantly
instead,instead
institut,institutes
institution,institutionalization
instruct,instructions
instructor,instructor
instrument,instrumented
insuffici,insufficient
insul,insulating
insulet,insulet
insulin,insulin
insur,insurance
insurmount,insurmountable
intact,intact
intak,intake
intarsia,intarsia
integ,integer
integr,integration
intellectu,intellectual
intellig,intelligence
intend,intended
intens,intensity
intensifi,intensified
intent,intentions
inter,inter
interact,interact
interannot,interannotator
interatri,interatrial
intercept,intercept
interconnect,interconnection
intercours,intercourse
intercurr,intercurrent
interdevic,interdevice
interdisciplinari,interdisciplinary
interest,interest
interfac,interface
interfer,interference
intermedi,intermediate
intermitt,intermittent
intermolecular,intermolecular
intern,international
internet,internet
interobserv,interobserver
interoper,interoperability
interperson,interpersonal
interplay,interplay
interpret,interpret
interprofession,interprofessional
interquartil,interquartile
interrel,interrelated
interrog,interrogated
interrupt,interruptions
intersect,intersection
interstiti,interstitial
interv,intervals
intervent,intervention
intervention',intervention's
interview,interviews
interviewe,interviewees
intim,intimate
intoler,intolerance
intra,intra
intracardiac,intracardiac
intraclass,intraclass
intraop,intraoperative
intraor,intraoral
intraprocedur,intraprocedural
intrarat,intrarater
intrasubject,intrasubject
intraven,intravenous
intrins,intrinsic
introduc,introduce
introduct,introduction
introductori,introductory
intrus,intrusiveness
intuit,intuitive
invalid,invalid
invalu,invaluable
invari,invariant
invas,invasive
inventori,inventory
invers,inversely
invest,investment
investig,investigate
invis,invisible
invit,invited
involv,involve
io,ios
ioi,ioi
ion,ion
iot,iot
ipad,ipad
ipaq,ipaq
ipf,ipf
iphon,iphone
ippa,ippa
iqr,iqr
ircc,irccs
irest,irest
iri,iris
ironhand,ironhand
irregular,irregularities
irrelev,irrelevant
irrespect,irrespective
irrevers,irreversible
irrid,irrid
irrit,irritation
ischem,ischemic
ischemia,ischemia
isci,isci
ishu,ishu
island,island
iso,iso
isol,isolated
isometr,isometric
israel,israel
isrctn,isrctn
isrctn15895163,isrctn15895163
isrctn16275601,isrctn16275601
isrctn17545949,isrctn17545949
iss,iss
issu,issues
itali,italy
itchi,itchy
itd,itds
item,items
iter,iterative
itr,itr
itu,itues
iugr,iugr
jake,jake
jamar,jamar
janssen,janssen
januari,january
japan,japan
japanes,japanese
jasmon,jasmone
jaw,jaw
jawbon,jawbone
jazz,jazz
jbi,jbi
jebsen,jebsen
jinan,jinan
jitai,jitai
jner,jner
jner',jner's
job,job
join,joined
joint,joint
jointli,jointly
jone,jones
joul,joules
journal,journaling
journey,journey
joystick,joysticks
joão,joão
jthft,jthft
judg,judged
judgement,judgement
judgment,judgment
jugular,jugular
juli,july
jump,jump
junctur,juncture
june,june
justifi,justifying
k4b2,k4b2
kallisto,kallisto
kalman,kalman
kalyani,kalyani
kct0003995,kct0003995
keen,keen
keep,keep
kellgren,kellgren
kenya,kenya
kept,kept
key,key
keyboard,keyboards
keychain,keychain
keyword,keywords
khan,khan
kidfit,kidfit
kidney,kidney
kids'cam,kids'cam
kim,kim
kimberli,kimberly
kind,kind
kineactiv,kineactiv
kinect,kinect
kinemat,kinematic
kinesiophobia,kinesiophobia
kinet,kinetics
kinetigraph,kinetigraph
king',king's
kingdom,kingdom
kirigami,kirigami
kit,kit
kitchen,kitchener
knee,knee
kneel,kneeling
knew,knew
knit,knitting
knittabl,knittability
know,know
knowledg,knowledge
known,known
korea,korea
kpa,kpa
kpconsult,kpconsulting
kristi,kristy
lab,lab
label,label
labor,labor
laboratori,laboratory
lack,lack
lag,lag
lager,lager
lambda,lambda
lamin,lamination
land,landing
landmark,landmark
landscap,landscape
languag,language
lap,lap
laplacian,laplacian
laps,lapse
laptop,laptop
larg,large
larger,larger
largest,largest
laser,laser
last,last
lastli,lastly
latch,latched
late,late
latenc,latency
latent,latent
later,later
latest,latest
latina,latina
latino,latinos
latter,latter
lattic,lattice
launch,launched
lawrenc,lawrence
lawton,lawton
lay,lay
layer,layers
layout,layout
laypeopl,laypeople
lbac,lbac
lcd,lcd
lda,lda
ldem,ldems
lead,leading
leader,leader
leadership,leadership
leagu,league
lean,leaning
leap,leap
leari,leary
learn,learning
learnabl,learnability
learner,learner
least,least
leav,leave
lectur,lectures
led,led
left,left
left',left'
leg,leg
legitimaci,legitimacy
leisur,leisure
lemurdx,lemurdx
len,lens
lena,lena
lend,lend
length,length
lengthi,lengthy
lesion,lesion
less,less
lesser,lesser
lesson,lessons
lethal,lethality
letter,letter
level,levels
leverag,leveraging
lewi,lewis
lexington,lexington
lfm,lfm
libr,libre
librari,library
lidar,lidar
lie,lying
liefeith,liefeith
life,life
lifecycl,lifecycle
lifemonitor,lifemonitor
lifesav,lifesaving
lifesci,lifesciences
lifespan,lifespan
lifestyl,lifestyle
lifetim,lifetime
lift,lifting
ligament,ligament
light,light
lighter,lighter
lightest,lightest
lightweight,lightweight
likabl,likable
like,like
likeabl,likeability
likelihood,likelihood
likert,likert
limb,limb
limit,limit
line,lines
linear,linear
linearli,linearly
linguist,linguistic
linicaltri,linicaltrials
link,linked
linkag,linkages
lip,lips
lipid,lipids
liquid,liquid
list,lists
literaci,literacy
literatur,literature
lithium,lithium
littl,little
live,lives
llc,llc
loa,loa
load,load
loan,loaned
local,localized
locat,located
lock,lock
lockdown,lockdown
locomot,locomotion
locomotor,locomotor
log,logging
logbook,logbook
logger,logger
logic,logical
logist,logistic
logo,logos
london,london
lone,lones
long,long
longer,longer
longest,longest
longev,longevity
longitudin,longitudinal
look,looks
lookup,lookup
loop,loop
loos,loose
lose,losing
loso,loso
loss,loss
lossless,lossless
lost,lost
lot,lot
love,loved
low,low
lower,lower
lowest,lowest
loyalti,loyalty
lpa,lpa
lpp,lpp
ltd,ltd
ltsc,ltscs
lumbar,lumbar
lumbatex,lumbatex
lunch,lunch
lund,lund
lung,lunges
lvef,lvef
lwir,lwir
lymph,lymph
lymphoma,lymphoma
m4f,m4f
ma,mas
machin,machine
macronutri,macronutrients
mad,mad
madden,madden
made,made
mae,mae
magnet,magnetic
magneto,magneto
magnetoinerti,magnetoinertial
magnetomet,magnetometer
magnitud,magnitude
mahoni,mahony
mail,mail
main,main
mainli,mainly
mainstream,mainstream
maintain,maintain
mainten,maintenance
major,majority
majorli,majorly
make,makes
maker,makers
male,male
malfunct,malfunctioning
malli,mally
malperfus,malperfusion
man,man
manag,management
maneuv,maneuver
maneuvr,maneuvres
mani,many
manifest,manifested
manipul,manipulate
mann,mann
manner,manner
manual,manual
manufactur,manufacturers
manuscript,manuscript
map,mapping
mar,mars
march,march
mard,mard
margin,marginal
mark,marking
markedli,markedly
marker,markers
market,markets
marketplac,marketplace
markov,markov
marrow,marrow
marshal,marshall
martin,martins
mask,masked
mass,mass
massachusett,massachusetts
massart,massart
massconect,massconect
master,master
mastopexi,mastopexy
mat,mats
match,matched
materi,materials
matern,maternal
mathematician,mathematicians
matlab,matlab
matric,matrices
matrix,matrix
matteo,matteo
matter,matter
mattress,mattress
matur,maturity
max,max
maxim,maximize
maximis,maximise
maximum,maximum
may,may
mayug,mayuge
maze,maze
mc10,mc10
mcdonald,mcdonald
mcg,mcg
mci,mci
mcmaster,mcmaster
mdd,mdd
mdpi,mdpi
me,mes
mea,meas
meal,meal
mean,mean
meaning,meaningful
meant,meant
meanwhil,meanwhile
measur,measurement
mecf,mecfes
mechan,mechanical
mechanocardiogram,mechanocardiogram
mechatron,mechatronic
med,med
media,media
median,median
mediat,mediating
medic,medical
medicin,medicine
medicine',medicine's
medicollector,medicollector
mediolater,mediolateral
medium,medium
medlin,medline
medtron,medtronic
meet,meet
meeting',meeting's
mekf,mekf
melbourn,melbourne
mellitu,mellitus
mem,mems
member,members
membran,membranes
memor,memorability
memori,memory
men,men
men',men's
mental,mental
mention,mentioned
mentorship,mentorship
merg,merging
merit,merits
meritam,meritam
mesh,mesh
messag,messages
messeng,messenger
met,met
meta,meta
metabol,metabolic
metal,metals
metamateri,metamaterial
metavers,metaverse
metcalf,metcalfe
meter,meters
meth,meth
methacryl,methacryl
methacryloyl,methacryloyl
method,method
methodolog,methodological
metric,metrics
metronom,metronome
meyer,meyer
mg1,mg1
mg6,mg6
mhealth,mhealth
mhz,mhz
mi,mis
mice,mice
michigan,michigan
micro,micro
microbi,microbial
microcontrol,microcontroller
microelectron,microelectronic
microenviron,microenvironments
microneedl,microneedle
microphon,microphone
micropor,microporous
microprocess,microprocessing
microprocessor,microprocessor
microscop,microscope
microsd,microsd
microsensor,microsensors
microsoft,microsoft
microsurgeri,microsurgeries
microsystem,microsystems
microtextur,microtextures
mid,mid
middl,middle
midintervent,midintervention
midpoint,midpoint
might,might
migrain,migraine
mild,mild
mildli,mildly
mileston,milestones
milieu,milieu
militari,military
million,million
millisecond,milliseconds
mimic,mimics
mimick,mimicking
mimu,mimus
min,min
mind,mind
mine,mining
mini,mini
miniatur,miniaturized
minim,minimize
minimum,minimum
minor,minority
minut,minutes
mio,mio
mirror,mirror
misdiagnosi,misdiagnosis
misfit,misfit
misinform,misinformation
mislead,misleading
mismatch,mismatching
misplac,misplaced
miss,missing
mission,missions
mistaken,mistaken
misunderstood,misunderstood
misus,misuse
mitig,mitigating
mix,mixed
mkii,mkii
mkinetiko,mkinetikos
mm2,mm2
mmat,mmat
mmhg,mmhg
mmol,mmol
mmse,mmse
mne,mne
mobil,mobile
mobilis,mobilise
moca,moca
mocap,mocap
mock,mock
modal,modalities
mode,mode
model,model
model',model's
moder,moderate
modern,modern
modif,modifications
modifi,modified
modul,modules
modular,modular
modulu,modulus
moistur,moisture
moldem,moldem
molecul,molecules
mollii,mollii
moment,moment
momentari,momentary
monitor,monitor
mono,mono
monosymptomat,monosymptomatic
monotoni,monotony
mont,monte
montag,montage
month,months
monthli,monthly
montreal,montreal
mood,mood
morbid,morbidity
moreov,moreover
morn,morning
morpholog,morphology
morphsq,morphsq
mortal,mortality
mostli,mostly
mother,mothers
mothers',mothers'
motion,motion
motionless,motionless
motiv,motivational
motor,motor
mount,mounted
mountain,mountain
mous,mouse
mouth,mouth
mouthguard,mouthguard
movband,movband
move,move
movement,movement
moverio,moverio
movn,movn
mpa,mpa
mpc,mpc
mpk,mpks
mpu9250,mpu9250
mrd,mrd
mrehab,mrehab
mri,mri
msc,msc
